C_C_BAIRRO,C_BAIRRO_A,N_BAIRRO_A,CODIGO,Sum_Pla_12,AGRUP_2014,MUNICIPIO,geometry
50290307,307,MALAQUIAS  (Cabo de Santo Agostinho),307.0,3567.0,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,"POLYGON ((-35.03142948723968 -8.291362572778837, -35.031161953821936 -8.292127156282618, -35.03108565916904 -8.292293226613538, -35.03150853130279 -8.29248908870045, -35.031995008524575 -8.292735276659982, -35.031546315388425 -8.292885449822677, -35.03178659203422 -8.292865883414095, -35.03255665227351 -8.292726562213375, -35.032673661423985 -8.292951269859657, -35.032868611121955 -8.293312960290052, -35.03311187811215 -8.29335747790509, -35.03325348175093 -8.293437622133297, -35.03334372365964 -8.293482868493925, -35.03341200575977 -8.293504153596132, -35.03340784321614 -8.293530535166212, -35.03342276231791 -8.29389662011613, -35.033466475251714 -8.29431225138643, -35.03376436833497 -8.29429865342189, -35.033805889560824 -8.29439530314869, -35.03385904792441 -8.294519038484623, -35.03398332792625 -8.294768606908065, -35.0341258031296 -8.294936370801054, -35.034381481630646 -8.294948011930728, -35.03459827900565 -8.294981429584084, -35.03474525859059 -8.295017233892736, -35.03478914855788 -8.29502792550062, -35.03496272813385 -8.29510208125015, -35.03507577585543 -8.295160242543261, -35.03514992949289 -8.2952143708236, -35.035193194597014 -8.29524595222938, -35.03528472998818 -8.295353372252293, -35.035384526370706 -8.295354187875773, -35.035609682428515 -8.295356028387516, -35.035765665412725 -8.29535275296439, -35.03577371013415 -8.295319814831544, -35.03689927603517 -8.294587303159517, -35.037780483907454 -8.294018842078458, -35.03787313558479 -8.29395907228934, -35.03787812982483 -8.293731851237055, -35.037884537919524 -8.29358756741101, -35.037889177286104 -8.293483107845134, -35.03789976915294 -8.293279100596067, -35.037914914003466 -8.293025906722221, -35.037917363106544 -8.292918204902378, -35.0380282999775 -8.292788003325143, -35.038134559645584 -8.292589707493107, -35.03818604751433 -8.292483303527831, -35.03822046733882 -8.292412172709703, -35.03832205382372 -8.29215538928753, -35.038386462120286 -8.292003144975808, -35.038199505414525 -8.292103866548473, -35.03797239879384 -8.291903010660292, -35.03788393103963 -8.291809976064542, -35.03778670258083 -8.291707564853994, -35.03763238197877 -8.291574796567602, -35.03760690953817 -8.29155288209381, -35.037420507713875 -8.291378781882486, -35.03723732121574 -8.291652817961108, -35.03719552536353 -8.29172584319889, -35.037073153107656 -8.291985730303793, -35.03695938419486 -8.292190081252215, -35.03664101601015 -8.292963872512075, -35.036626023041606 -8.293000312926324, -35.03663274763795 -8.293108822225918, -35.035108923119026 -8.293449410062522, -35.034967787301696 -8.29348140673494, -35.03482465849021 -8.293521523220818, -35.034723642784286 -8.293503241270173, -35.03453301940641 -8.29344093492432, -35.03442048025312 -8.293396309788648, -35.03429803680564 -8.293386585750454, -35.03431054468348 -8.29330647186515, -35.03426057078735 -8.292958747934165, -35.03422923137708 -8.292743479044873, -35.03419371647266 -8.29245957345347, -35.03419042750062 -8.292433275102951, -35.03417712047491 -8.29234086940022, -35.03415634251263 -8.292196574850948, -35.03414942876901 -8.292148562181808, -35.03413379647026 -8.292053123698565, -35.03408732786016 -8.291672520848977, -35.03407676949354 -8.29158603941363, -35.03407591201295 -8.291419260439795, -35.034075578552404 -8.291354401799026, -35.03404565323871 -8.291210567904443, -35.033871586666976 -8.291146338683404, -35.03349835228704 -8.291611962723607, -35.03322402843844 -8.291902633882216, -35.0327534972119 -8.291395661618594, -35.03273359886708 -8.291374222776767, -35.03241576173633 -8.291111356100714, -35.03232077169304 -8.291032795307103, -35.03162950947586 -8.290741367205271, -35.03155754767687 -8.290974223993885, -35.03145464424716 -8.291287049967366, -35.03143867611965 -8.291334988595281, -35.03142948723968 -8.291362572778837))"
50290308,308,MAURITI  (Cabo de Santo Agostinho),308.0,857.0,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,"POLYGON ((-35.03577371013415 -8.295319814831544, -35.035765665412725 -8.29535275296439, -35.03586986156756 -8.295350565543288, -35.035939283836115 -8.2953617828843, -35.03628105524666 -8.295417009862945, -35.03656638049489 -8.295498172904843, -35.03661885751194 -8.295533827426652, -35.03693720513485 -8.295724385641279, -35.03698833255777 -8.295744338401619, -35.03709620741739 -8.295786438078949, -35.037367513568995 -8.29586259440066, -35.037458395339 -8.295881787006124, -35.03750093060427 -8.295739985227272, -35.03754508789365 -8.295613201237188, -35.03755338528532 -8.295549718787413, -35.03762311291342 -8.295534420303056, -35.038126749416335 -8.295423915411163, -35.03830024926077 -8.295399231593763, -35.03840284389304 -8.295384635438722, -35.03834685658393 -8.295181229994057, -35.038300291808525 -8.29502945908871, -35.038284717389445 -8.29496873475614, -35.038044569879105 -8.29416980299004, -35.03819802174445 -8.294121239969172, -35.03832916624452 -8.29406446072403, -35.03840277738783 -8.293774188324846, -35.03841149103329 -8.293643222035826, -35.03840539880133 -8.29337205978078, -35.03839020831725 -8.293157052710058, -35.038468055317196 -8.292777919353, -35.0385841052626 -8.292524835176266, -35.03876969872914 -8.292103068515473, -35.03899770663912 -8.291713815614969, -35.03925411917095 -8.291371174324809, -35.03937556099385 -8.291253659635174, -35.039506632979396 -8.291182853471753, -35.0398160289198 -8.29110178338749, -35.039877510693884 -8.291049189543287, -35.03999831583354 -8.29100503647436, -35.03993886064967 -8.290884782298235, -35.03976777160398 -8.290631146419003, -35.039088671603224 -8.290641043126186, -35.039060119660974 -8.290823363253537, -35.03888758472539 -8.29103893961252, -35.03879563353945 -8.291153830989742, -35.03864413229297 -8.291350343156182, -35.038600636033664 -8.291446973036443, -35.03854837011505 -8.291582698183845, -35.038386462120286 -8.292003144975808, -35.03832205382372 -8.29215538928753, -35.03822046733882 -8.292412172709703, -35.03818604751433 -8.292483303527831, -35.038134559645584 -8.292589707493107, -35.0380282999775 -8.292788003325143, -35.037917363106544 -8.292918204902378, -35.037914914003466 -8.293025906722221, -35.03789976915294 -8.293279100596067, -35.037889177286104 -8.293483107845134, -35.037884537919524 -8.29358756741101, -35.03787812982483 -8.293731851237055, -35.03787313558479 -8.29395907228934, -35.037780483907454 -8.294018842078458, -35.03689927603517 -8.294587303159517, -35.03577371013415 -8.295319814831544))"
50005151,151,ALTO DA BELA VISTA (Abreu e Lima),151.0,1556.0,ABREU E LIMA,ABREU E LIMA,"POLYGON ((-34.90121106350176 -7.908176852864926, -34.90039555139805 -7.908544446092151, -34.90038950072477 -7.9089558175551815, -34.9002892952667 -7.909597020139984, -34.89946345659138 -7.90943379654658, -34.89933245882986 -7.909407904926184, -34.899145204369745 -7.909384523928679, -34.89897061372841 -7.909362724330663, -34.89883467804776 -7.909369003010795, -34.898519043760245 -7.909383580958718, -34.89813119106344 -7.909583105568629, -34.89026107272633 -7.909825217820924, -34.89038821691457 -7.910754620723026, -34.89073490305117 -7.910957649137799, -34.891045812891264 -7.911329003396872, -34.89120647471981 -7.911423568127248, -34.89131902960497 -7.911448282840809, -34.89153335654231 -7.911598658036041, -34.891573617662004 -7.911797468743657, -34.891759617404716 -7.91190032719112, -34.89255307611404 -7.912062090512791, -34.89289892018377 -7.912080140632327, -34.893147375528144 -7.912317245505392, -34.89340635949799 -7.9123973490602, -34.89385687622422 -7.91256066525392, -34.8939922533778 -7.912658146930596, -34.894082921633355 -7.912814686908121, -34.89421941137988 -7.913155999431069, -34.89426125102631 -7.913277187325377, -34.89444161466935 -7.913799615939354, -34.89447703026957 -7.91391649698943, -34.89459002837049 -7.914289417540033, -34.8945904052452 -7.914987292868318, -34.89451321950031 -7.915321166471301, -34.89426436988418 -7.915613779081809, -34.89427989690847 -7.915936021163816, -34.894368217147246 -7.916193470160238, -34.894512514312225 -7.916397412935169, -34.8946706752418 -7.916559252168668, -34.89478378228404 -7.916704480138492, -34.89498441707468 -7.916933391384191, -34.89514832914455 -7.917146401177547, -34.89541425732358 -7.917491981254102, -34.89574482795223 -7.917857635170833, -34.89604103856908 -7.918086111190007, -34.89881199874657 -7.914230987997598, -34.899794955572986 -7.912802737279378, -34.90082292029041 -7.911382688657227, -34.90098774151562 -7.911157721346399, -34.90105271739532 -7.911055164711115, -34.90127569136615 -7.910703230157253, -34.901361716829626 -7.910567449653001, -34.90150130355181 -7.910356610352494, -34.90159871193299 -7.9101431614415105, -34.90176189501932 -7.909829215320769, -34.901996201781856 -7.909201917828852, -34.90202932852861 -7.908410440332602, -34.901212259126 -7.908437892470943, -34.90121106350176 -7.908176852864926))"
50005152,152,ALTO DE SÃƒO MIGUEL  (Abreu e Lima),152.0,4644.0,ABREU E LIMA,ABREU E LIMA,"POLYGON ((-34.90156689363522 -7.901576283529721, -34.9015689998958 -7.902036438625089, -34.90159885953875 -7.9023548785624484, -34.901638626538045 -7.90257372218548, -34.901642562136374 -7.902595382161962, -34.90167580989424 -7.902717018661576, -34.90178018344966 -7.903156846631987, -34.901879920038766 -7.9037841562469, -34.90194429585216 -7.904092915404362, -34.90201771822666 -7.904374105194904, -34.90208019423386 -7.904746510678706, -34.90208775578009 -7.904842163412354, -34.90342352879071 -7.90464208850733, -34.903561643678415 -7.904366865991619, -34.903880738450596 -7.904081449841897, -34.904326032073755 -7.90414449456182, -34.904563416210806 -7.9041552440257306, -34.90457297666882 -7.903652350795824, -34.90457162032561 -7.9033565625331335, -34.90480961139059 -7.903297888186785, -34.90515836117555 -7.903211906574995, -34.90552646694863 -7.903263470550485, -34.90564518629702 -7.903274761588023, -34.90561324521133 -7.903661117781439, -34.90566937361831 -7.903698057098666, -34.90628984133065 -7.903755669139571, -34.90680295191879 -7.903790522921213, -34.906808725198346 -7.90403226785611, -34.90684707575946 -7.90425991427162, -34.90699301941601 -7.904561461943615, -34.90704868088841 -7.904827605993432, -34.907313570718486 -7.904803083355205, -34.90771206555365 -7.9050188563909956, -34.90793558354284 -7.90517005484395, -34.908165654274455 -7.9053509454297455, -34.908290930872624 -7.90547471175779, -34.90850530360427 -7.905515780649353, -34.9087621723923 -7.905504852903903, -34.90917818586087 -7.905380229556329, -34.909589918806375 -7.905245871409875, -34.91001725105133 -7.9052002194259785, -34.91034985402433 -7.905189382024503, -34.910488248296986 -7.90521110943132, -34.910525001830194 -7.9046784589023105, -34.9104984975848 -7.904479570019532, -34.91041635384198 -7.904423814713198, -34.90947039440721 -7.903949708418338, -34.909153440831176 -7.902901020647505, -34.90914562894983 -7.902884779460976, -34.909035724532885 -7.902352075428098, -34.909023942640886 -7.901963435980633, -34.90940318361248 -7.901832139219778, -34.91056956152221 -7.902235434100646, -34.91107844703896 -7.90181211185984, -34.91186814991414 -7.90148452931669, -34.9117535718114 -7.901289655251105, -34.91173450167258 -7.901261162154583, -34.91155535280717 -7.900993493901694, -34.91145022873701 -7.900830171849805, -34.91134171380139 -7.900840356132562, -34.91106564746832 -7.900863355999206, -34.90834123367455 -7.900992747180169, -34.90795216483633 -7.901044896560904, -34.90752435343785 -7.9010735167849475, -34.90727135337437 -7.901634692953053, -34.90690060297919 -7.9017934283988325, -34.90637225386007 -7.901932140452573, -34.905796400639304 -7.901925123331296, -34.905832789809836 -7.900802944407133, -34.90584338429227 -7.900632773255893, -34.90571800315348 -7.900576637953634, -34.905206141386714 -7.900578971533719, -34.90479636590527 -7.900518460958949, -34.904001334783004 -7.900345333586586, -34.90368079182389 -7.900234583721499, -34.90326958334987 -7.900097536483145, -34.90277595329934 -7.899910969973064, -34.90262062538187 -7.899722866670629, -34.902593764359324 -7.899361478802007, -34.902308288391396 -7.899302971743452, -34.90226494055452 -7.899623400097596, -34.90226162990842 -7.899642384440938, -34.90222855000508 -7.899832088528228, -34.902051440756225 -7.90030207088472, -34.901836644243474 -7.900697751648352, -34.90160765990328 -7.901257336872732, -34.90156689363522 -7.901576283529721))"
